WorkOrderName,DateTime_Received,Address,Cross_Street,ZipCode,Comment,Latitude,Longitude,SubCategory,Hour,Minute,Year,Month,Day,Weekday
WO-0000412916,2015-07-29 03:14:21,41 S 17th St  San Jose  CA 95112  USA,,95112,Near fire station at corner of Santa Clara and S 17th Street,37.343214,-121.87372,Unknown,3,14,2015,7,29,2
WO-0000019864,2018-09-10 06:30:59,1705 Rogers Ave,,95112,P-1  c/s Junction Ave- mattress @ blocking 1/2 the street- couch- full cart- garbage-,37.372619,-121.907745,Garbage and Debris,6,30,2018,9,10,0
WO-0000100821,2020-01-13 03:17:36,89  Tully Road  San Jose  California  95111  United States,,95112,Several bags of trash by fence.,37.304342,-121.859694,Garbage and Debris,3,17,2020,1,13,0
WO-0000034930,2019-06-01 22:50:18,saddlebrook dr & Frontier trail,,95136,couch,37.26639,-121.821409,Other,22,50,2019,6,1,5
WO-0000063208,2021-11-28 00:58:08,1721 Rogers Ave,,95112,Massive amounts of clothes  garbage bags  bicycles  various furniture  cardboard debris  rotten food  picked up threw away.,37.374624,-121.909215,Garbage and Debris,0,58,2021,11,28,6
WO-0000212245,2020-04-20 03:18:56,McGinness Ave  Cornwall  San Jose  CA 95127  USA,,95127,This rubbish was put out on McGinness and Cornwall about 2 months ago and has never been picked up. Now it is becoming a Dump Site. Why haven't the residents been notified or fined for this mess? Our garbage gets picked up tomorrow and I'll bet it will continue to get passed by.,37.346839,-121.816392,Unknown,3,18,2020,4,20,0
WO-0000054863,2020-11-22 05:15:20,925-999 N Bayshore Rd WSan Jose  CA 95112,,95112,Mattress and household trash,37.362308,-121.887766,Garbage and Debris,5,15,2020,11,22,6
WO-0000276363,2018-10-30 21:54:21,79 North 14th Street  San Jose  California 95112  United States,,95112,Blanket dumped at trash can & N 14th & St John,37.343929,-121.878166,Unknown,21,54,2018,10,30,1
WO-0000396113,2017-04-10 08:35:45,139 Herlong Ave  San Jose  CA 95123  USA,,95123,Couch left leaning on street sign. Couch could fall over on someone walking nearby. Couch has been there for approximately 3 weeks.,37.244227,-121.806063,Furniture,8,35,2017,4,10,0
WO-0000063468,2020-03-01 17:00:53,2560 Lilliput Ln  San Jose  CA 95116  USA,,95116,CS Galahad Ave - Drawers,37.35195,-121.830854,Garbage and Debris,17,0,2020,3,1,6
WO-0000028533,2020-06-03 21:56:49,735 N 11th St,,95112,SOFA,37.355289,-121.89075,Furniture,21,56,2020,6,3,2
WO-0000295647,2020-01-25 23:29:30,2850 Briarwood Dr  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it.,37.273177,-121.901684,Unknown,23,29,2020,1,25,5
WO-0000022854,2015-06-24 20:55:54,751 W San Carlos St,,95126,mattress & scattered garbage,37.323989,-121.904483,Mattress,20,55,2015,6,24,2
WO-0000378651,2018-09-27 00:41:57,4695 Regina Way  Campbell  CA 95008  USA,,95008,Random pile of yard debris found across the street from this address. Has been here for 3+ weeks,37.269381,-121.983279,Unknown,0,41,2018,9,27,3
WO-0000241889,2017-07-27 09:39:42,40 Dupont Street  San Jose  California 95126  United States,,95126,Boxes and trash dumped at end of DuPont across from San Carlos steps. By Los Gatos Creek Trail,37.324021,-121.902924,Unknown,9,39,2017,7,27,3
WO-0000406461,2018-08-11 12:07:06,Story Road  San Jose  CA 95122  USA,,95122,Via Ferrari,37.334335,-121.851613,Other,12,7,2018,8,11,5
WO-0000274313,2021-06-16 09:17:53,439 Carpentier Way  San Jose  California 95111  United States,,95111,Matress two fans 2 vacuums,37.289132,-121.833592,Garbage and Debris,9,17,2021,6,16,2
WO-0000146242,2021-06-05 10:02:57,201 Packing Pl  San Jose  CA 95116  USA,,95116,brown sofa  large blue broken shopping cart wooden frame and large black garbage bag..  On the corner of E. San Antonio St. and Packing …..thank you for your attention on this  Regards Millie Mariscal,37.354488,-121.842828,Mattress,10,2,2021,6,5,5
WO-0000375734,2020-09-02 00:40:00,5033 Lapa Dr,,95129,Two baby car seats,37.318542,-121.992253,Unknown,0,40,2020,9,2,2
WO-0000265833,2020-03-07 21:38:37,427 Velasco Drive  San Jose  California 95123  United States,,95123,Box springs,37.252113,-121.837624,Unknown,21,38,2020,3,7,5
WO-0000102576,2017-10-11 09:00:24,3239 Impala Dr  San Jose  CA 95117  USA,,95117,Furniture,37.296157,-121.953999,Furniture,9,0,2017,10,11,2
WO-0000238736,2021-05-14 19:57:21,395 Lewis Road  San Jose  California 95111  United States,,95111,One queen box spring an old dresser,37.294871,-121.841899,Unknown,19,57,2021,5,14,4
WO-0000324736,2016-02-07 23:26:38,476 South 7th Street  San Jose  California 95112  United States,,95112,Cooler full of trash  mattress  bed frame  pieces of a couch in front of apartment building on picture,37.331969,-121.878743,Garbage and Debris,23,26,2016,2,7,6
WO-0000399796,2019-12-24 08:27:26,723 Forestdale Ave  San Jose  CA 95116  USA,,95116,Sidewalk,37.333763,-121.864172,Unknown,8,27,2019,12,24,1
WO-0000260242,2021-01-17 23:53:16,433 Osgood Court  San Jose  California 95111  United States,,95111,Couches and debris dumped on the sidewalk,37.268177,-121.808828,Garbage and Debris,23,53,2021,1,17,6
WO-0000000688,2017-07-01 09:12:36,PEDRO ST AND NORTHRUP ST SAN JOSE CA,,95126,MATTRESS; 3250 DIRECT;,37.312904,-121.90816,Unknown,9,12,2017,7,1,5
WO-0000112962,2017-04-23 18:18:42,849 S 3rd St  San Jose  CA 95112  USA,,95112,Pallets dumped in alley behind my property at 849 S Third St. Alley runs between Virginia and Martha sts.,37.324135,-121.879097,Garbage and Debris,18,18,2017,4,23,6
WO-0000281539,2019-05-28 06:50:16,470 Hannah Street  San Jose  California 95126  United States,,95126,Power lawn mower left outside property line  but belongs to 470 Hannah St on City strip. Image available.,37.320729,-121.90213,Unknown,6,50,2019,5,28,1
WO-0000012056,2019-08-20 10:36:11,Story Rd and Diana Ave,,95122,CS Diana Ave - cart,37.345232,-121.835374,Unknown,10,36,2019,8,20,1
WO-0000020463,2016-02-19 06:15:28,Flint Ave and Flint Ct,,95148,btwn Flint Ct & Kohler Ave against fence of golf course large couch,37.343891,-121.796758,Furniture,6,15,2016,2,19,4
WO-0000226794,2018-05-01 05:51:35,1756 Sageland Dr,,95131,Wood shelving and cardboard,37.380951,-121.875522,Garbage and Debris,5,51,2018,5,1,1
WO-0000404041,2020-01-13 07:29:48,N 17th St  Taylor San Jose  CA 95112  USA,,95112,Corner of N 17th street and Taylor Neighbor has video of my neighbors,37.356589,-121.883589,Unknown,7,29,2020,1,13,0
WO-0000028131,2018-04-01 09:17:32,Industrial & Gish,,95112,5 bags of garb next to cg,37.368881,-121.89828,Garbage and Debris,9,17,2018,4,1,6
WO-0000028883,2020-09-17 07:10:36,Junction Ct & Junction Ave,,95112,yw,37.375338,-121.904631,Unknown,7,10,2020,9,17,3
WO-0000439034,2018-09-13 04:55:12,2331 Seacliff Way  San Jose  CA 95122  USA,,95122,Dixie Dr.,37.322265,-121.828532,Unknown,4,55,2018,9,13,3
WO-0000395458,2020-06-02 19:16:02,5939 Southwind Dr  San Jose  CA 95138  USA,,95138,3 bags of  used oil,37.241638,-121.778591,Other,19,16,2020,6,2,1
WO-0000054835,2018-08-07 04:26:06,915 Gridley St,,95127,3 bags full of whobknows what dumped alongside the school grounds,37.388533,-121.839359,Garbage and Debris,4,26,2018,8,7,1
WO-0000438621,2016-08-12 06:06:55,933 Sinbad Ave  San Jose  CA 95116  USA,,95116,Van Winkle Ln.,37.351854,-121.828992,Unknown,6,6,2016,8,12,4
WO-0000080953,2019-09-29 16:43:26,1131 s 7th st,,95112,sofa / mattress c/s keys,37.321995,-121.87179,Other,16,43,2019,9,29,6
WO-0000232085,2019-03-11 16:50:25,694 Creekfield Drive  San Jose  California 95136  United States,,95136,Someone keeps on dumping trash in cul de sac.  Please remove.  Can we get a no illgal dumping sign here too.  This is not good.,37.281383,-121.866408,Garbage and Debris,16,50,2019,3,11,0
WO-0000264560,2019-06-26 23:27:44,300 North 4th Street  San Jose  California 95112  United States,,95112,Abandoned newspaper boxes that have not been used for years,37.341919,-121.890671,Unknown,23,27,2019,6,26,2
WO-0000268220,2019-05-06 07:25:44,468 Avenida Arboles  San Jose  California 95123  United States,,95123,Dumping in street  on Velasco drive near Avenida Arboles,37.254825,-121.842473,Garbage and Debris,7,25,2019,5,6,0
WO-0000444618,2021-01-05 21:22:22,2325 Bluebell Ave  San Jose  CA 95122  USA,,95122,Next to fire hydrant,37.322209,-121.829545,Unknown,21,22,2021,1,5,1
WO-0000308690,2016-02-10 15:20:57,408 Lily Ann Way,,95123,2 vacuum,37.256389,-121.804822,Garbage and Debris,15,20,2016,2,10,2
WO-0000374899,2021-11-04 20:01:17,5401 Carls Ct,,95123,Mattress,37.256385,-121.809392,Mattress,20,1,2021,11,4,3
WO-0000444140,2017-09-17 16:31:15,110 Roundtable Dr  San Jose  CA 95111  USA,,95111,Tables  carts with miscellaneous garbage  mattresses  and electric car,37.261021,-121.807371,Unknown,16,31,2017,9,17,6
WO-0000188947,2020-06-30 13:51:39,2466 Azevedo Court  San Jose  California 95125  United States,,95125,Trash piling up,37.298243,-121.869039,Garbage and Debris,13,51,2020,6,30,1
WO-0000250225,2016-11-14 14:28:29,1267 Quincy Dr  San Jose  CA 95132  USA,,95132,Misc. Furniture dumped on parkstrip.,37.397605,-121.849389,Garbage and Debris,14,28,2016,11,14,0
WO-0000369550,2015-03-03 02:02:43,4193 San Miguel Way  San Jose  CA 95111  USA,,95111,Washer on curb,37.28003,-121.826436,Unknown,2,2,2015,3,3,1
WO-0000233154,2018-04-29 05:32:13,989 Selby Ln,,95127,2 mattresses,37.39215,-121.834621,Mattress,5,32,2018,4,29,6
WO-0000200178,2018-08-30 04:41:35,795 Stockton Ave,,95126,Shopping cart full of garbage,37.342458,-121.915197,Unknown,4,41,2018,8,30,3
WO-0000093028,2018-05-21 22:42:50,Xander's Crossing,,95123,east side of crossing at beginning of ramp - NB Monterey Hwy need HIT Team to clean up biohazard,37.255257,-121.802132,Unknown,22,42,2018,5,21,0
WO-0000173909,2020-10-21 11:25:33,Five Wounds Lane & 28th,,95116,btwn 28th & 30th couch  misc trash North side of 5 wounds lane  acf Cristo Rey HS,37.349851,-121.865072,Garbage and Debris,11,25,2020,10,21,2
WO-0000023760,2020-05-13 12:14:36,Alley #16; From Virginia To Margaret Between 2nd & 3rd,,95112,picked up a shelf  a table  raked up debris/garbage.  Approx. 4 SY,37.325586,-121.880556,Garbage and Debris,12,14,2020,5,13,2
WO-0000183553,2018-09-09 03:39:48,1321 Saint Elizabeth Drive  San Jose  California 95126  United States,,95126,campsite  dump on Los Gatos creek trail,37.304416,-121.916221,Unknown,3,39,2018,9,9,6
WO-0000465193,2021-04-26 21:10:20,1249 E San Fernando St  San Jose  CA 95116  USA,,95116,Tv,37.346499,-121.865141,Electronic Waste,21,10,2021,4,26,0
WO-0000231012,2019-06-25 02:03:55,2369 Mabury Rd,,95133,Pillows box cans,37.37493,-121.857535,Garbage and Debris,2,3,2019,6,25,1
WO-0000178637,2019-11-01 19:21:52,111 Page Mill Drive  San Jose  CA  USA,,95111,PLank of wood bumber car xst: Crocker,37.263689,-121.81211,Unknown,19,21,2019,11,1,4
WO-0000020364,2015-02-06 06:17:05,Quimby Rd and Sturla Dr,,95148,btwn Sturla Dr & Gavilan Dr misc garb near bus stop,37.322156,-121.800971,Garbage and Debris,6,17,2015,2,6,4
WO-0000093803,2016-07-22 05:43:26,1600  Monterey Highway  San Jose  California  95112  United States,,95112,Shopping carts full of trash and trash bags on sidewalk next to Popeyes,37.313405,-121.870532,Unknown,5,43,2016,7,22,4
WO-0000079910,2015-06-04 17:36:31,Cherry Ave  San Jose  CA  USA,,95123,Under 85 freeway. Homeless trash,37.255518,-121.870959,Garbage and Debris,17,36,2015,6,4,3
WO-0000187320,2019-05-05 23:23:45,Rogers Avenue,,95112,Oil containers 10 buckets,37.374019,-121.908381,Hazardous Waste,23,23,2019,5,5,6
WO-0000289703,2020-07-09 16:31:47,Saint John Street and 16th St.,,95112,Garbage in the street and sidewalk,37.344904,-121.876418,Unknown,16,31,2020,7,9,3
WO-0000057687,2015-03-13 21:01:17,321 Marti way   San Jose  CA 95136  USA,,95136,pile of dirt  cement chunks  rebar dumped in street near the corner of Marti Way and Coty Way.  Pile is approximately 10 feet long by 5 feet wide.  It's been there about a month and needs to be picked up.,37.272399,-121.846164,Other,21,1,2015,3,13,4
WO-0000343697,2015-04-07 23:42:23,7034 Cherry Chase Way,,95139,Junk on curve,37.225767,-121.777568,Garbage and Debris,23,42,2015,4,7,1
WO-0000234134,2021-12-29 00:21:18,2240 Wigan Ct,,95131,cs Pembroke @ corner beige refrigerator & end table,37.382852,-121.865319,Garbage and Debris,0,21,2021,12,29,2
WO-0000208882,2017-09-02 01:50:22,14070 Diamond Avenue  San Jose  California 95127  United States,,95127,Nieghbors dump trash and tires on site. Issue hasn't resolved.,37.354497,-121.815931,Garbage and Debris,1,50,2017,9,2,5
WO-0000406728,2019-01-10 02:15:15,217 South Sunset Avenue  San Jose  CA  USA,,95116,Dresser drawer on the sidewalk,37.351949,-121.846632,Furniture,2,15,2019,1,10,3
WO-0000349176,2021-10-30 19:53:57,49 Saron Ave  San Jose  California 95116  USA,,95116,Query- Illegal dumping Address:49 Saron Ave  San Jose  California  95116 Street : Corner of Sunset Ct Time of issue started: From 2 weeks Caller name: Gloria Lopez Contact No: 669-278-8703,37.355198,-121.846569,Unknown,19,53,2021,10,30,5
WO-0000290844,2016-07-16 12:37:11,683 Menker Avenue  San Jose  California 95128  United States,,95128,Couch and chair,37.314732,-121.921616,Furniture,12,37,2016,7,16,5
WO-0000021985,2016-01-31 01:39:21,723 Forestdale Ave,,95116,c/s Jeanne Ave- yw & 2 mattresses,37.33378,-121.864396,Mattress,1,39,2016,1,31,6
WO-0000341851,2016-08-13 03:27:30,1107 Brandybuck Way  San Jose  CA 95121  USA,,95121,On Tuers rd,37.297928,-121.821792,Unknown,3,27,2016,8,13,5
WO-0000017320,2015-10-02 11:27:01,1069 Topaz Ave,,95117,c/s Will Rogers Dr- night stand on parkstrip-,37.3072,-121.970117,Unknown,11,27,2015,10,2,4
WO-0000369003,2016-04-08 06:15:34,7185 Rosencrans Way,,95139,Mattress that has been sitting out for a week. Please collect  thanks.,37.22384,-121.773475,Unknown,6,15,2016,4,8,4
WO-0000470690,2019-06-22 12:17:25,1659 Seminole Way,,95122,@ Seacliff Wy. Mattress,37.323052,-121.828967,Mattress,12,17,2019,6,22,5
WO-0000178026,2016-08-04 15:11:25,1st & goodyear,,95110,mattress leaning on iron fence,37.320159,-121.877935,Unknown,15,11,2016,8,4,3
WO-0000363937,2015-12-24 15:00:40,1072 Roewill Dr  San Jose  CA 95117  USA,,95117,Will Rogers Dr,37.305024,-121.972411,Unknown,15,0,2015,12,24,3
WO-0000336690,2015-01-17 23:44:55,1604 Koch Ln  San Jose  CA 95125  USA,,95125,I guess if Laura Wells won’t keep her commitment to provide a mechanism for determining if an abandoned vehicle has moved 1/10th of a mile and if Jim Ortbal won’t return my calls  I’ll get a return on my tax dollars by having my requests closed by a government worker. Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. The license number is 6tiy589. Certainly Bernie Rosales or Michael Garcia will demonstrate some initiative – if nothing else than by closing my requests. After more than 25 000 requests  you would think that the government workers would do something.,37.273912,-121.903293,Unknown,23,44,2015,1,17,5
WO-0000100820,2019-12-01 22:14:29,585 Fenton St  San Jose  CA 95127  USA,,95127,Table and chair,37.384007,-121.832573,Other,22,14,2019,12,1,6
WO-0000467962,2016-07-11 09:24:48,Judro Way & Zaton Avenue,,95117,dumped yellow bicycle  resident had tried finding owner  no luck  please pick up and dispose of.,37.320168,-121.96154,Garbage and Debris,9,24,2016,7,11,0
WO-0000167406,2020-07-06 18:44:57,1903 Treewood Lane  San Jose  California 95132  United States,,95132,2 couches dumped on sidewalk..  Wood with nails. DANGER TO CHILDREN,37.410959,-121.866577,Unknown,18,44,2020,7,6,0
WO-0000063690,2018-07-08 21:31:42,Parkmoor Ave & Richmond Ave,,95128,mattress at corner,37.31727,-121.922722,Garbage and Debris,21,31,2018,7,8,6
WO-0000265535,2017-06-29 20:31:49,502 Hannah St  San Jose  CA 95126  USA,,95126,Water tanks and some kind of debris for a fire place have been on the curb for a couple days now.,37.320186,-121.90204,Garbage and Debris,20,31,2017,6,29,3
WO-0000241540,2017-09-19 19:58:57,Sigrid & Pistachio Grove Court,,95123,Dresser  headboard and white metal things.,37.256863,-121.823732,Garbage and Debris,19,58,2017,9,19,1
WO-0000047141,2016-06-05 22:33:11,3352 Yerba Buena Road  San Jose  CA 95135,,95135,See photo,37.31369,-121.7567,Garbage and Debris,22,33,2016,6,5,6
WO-0000088256,2019-08-12 19:33:40,4861 Rahway Drive,,95111,btwn  Plaza Inferno & Verano acf address Mattress bags of trash as well,37.271131,-121.809288,Other,19,33,2019,8,12,0
WO-0000397872,2021-06-27 06:14:13,501 Autumn Meadow Dr  San Jose  CA  USA,,95123,Fridge and mattress/sofa dumped illegally,37.245657,-121.798648,Unknown,6,14,2021,6,27,6
WO-0000036916,2015-09-04 11:30:40,3741-3749 Tuers Rd,,95121,X Culloden Insulation,37.293328,-121.818737,Garbage and Debris,11,30,2015,9,4,4
WO-0000424000,2015-08-13 08:51:36,800 Faulstich Ct  San Jose  CA 95112  USA,,95112,This broken windshield was dumped here over two months ago around the first of March.  No one has claimed it and the volunteer homeless clean up teams say they don't have room in their truck.  It does not belong on the Volkswagon nearby and the red VW has a front windshield in it.,37.36962,-121.892587,Garbage and Debris,8,51,2015,8,13,3
WO-0000284227,2016-04-14 07:41:27,1604 Koch Ln  San Jose  CA 95125  USA,,95125,The government workers haven’t done ANYTHING about the RV that was dumped at Booksin and Husted – except close my requests and spend my tax money. The government workers haven’t done ANYTHING to make San Jose a better place. Now the government workers have modified the “my san jose” web site so that I can no longer rate my customer experience. This surely doesn’t seem to be very customer oriented! My customer experience is lousy!,37.274002,-121.903196,Unknown,7,41,2016,4,14,3
